dataset,encoder,representation,n_way,k_shot,seed,q_query_train,q_query_test,episodes_train,episodes_eval,epochs,best_epoch,accuracy_mean,ci95,eval_loss,train_samples,test_samples,classes,checkpoint
arabic_sign_alphabet,transformer,raw_angle,5,3,1337,5,5,600,600,5,5,0.983733,0.002592,0.052251,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_angle_3shot.pt
arabic_sign_alphabet,transformer,raw_angle,5,5,1337,5,5,600,600,5,5,0.986000,0.002078,0.046454,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_angle_5shot.pt
libras_alphabet,transformer,raw_angle,5,1,1337,5,5,600,600,5,5,0.995533,0.001477,0.017486,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_1shot.pt
libras_alphabet,transformer,raw_angle,5,3,1337,5,5,600,600,5,5,0.998467,0.000615,0.005740,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_3shot.pt
libras_alphabet,transformer,raw_angle,5,5,1337,5,5,600,600,5,5,0.999133,0.000502,0.003976,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_5shot.pt
thai_fingerspelling,transformer,raw_angle,5,1,1337,5,5,600,600,5,5,0.790667,0.010897,0.574299,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_1shot.pt
thai_fingerspelling,transformer,raw_angle,5,3,1337,5,5,600,600,5,5,0.867733,0.008314,0.353655,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_3shot.pt
thai_fingerspelling,transformer,raw_angle,5,5,1337,5,5,600,600,5,5,0.881333,0.007709,0.310561,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_5shot.pt
asl_alphabet,mlp,raw,5,1,2024,5,5,600,600,5,5,0.978733,0.003913,0.057032,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_1shot.pt
asl_alphabet,mlp,raw,5,3,2024,5,5,600,600,5,5,0.989467,0.002182,0.034020,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_3shot.pt
asl_alphabet,mlp,raw,5,5,2024,5,5,600,600,5,5,0.991667,0.001835,0.027324,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_5shot.pt
arabic_sign_alphabet,mlp,raw,5,1,2024,5,5,600,600,5,5,0.949467,0.006078,0.141685,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_1shot.pt
arabic_sign_alphabet,mlp,raw,5,3,2024,5,5,600,600,5,5,0.974067,0.003221,0.073822,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_3shot.pt
arabic_sign_alphabet,mlp,raw,5,5,2024,5,5,600,600,5,5,0.977467,0.002923,0.068926,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_5shot.pt
libras_alphabet,mlp,raw,5,1,2024,5,5,600,600,5,5,0.978333,0.004603,0.043361,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_1shot.pt
libras_alphabet,mlp,raw,5,3,2024,5,5,600,600,5,5,0.990333,0.002453,0.025738,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_3shot.pt
libras_alphabet,mlp,raw,5,5,2024,5,5,600,600,5,5,0.992200,0.002001,0.020375,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_5shot.pt
thai_fingerspelling,mlp,raw,5,1,2024,5,5,600,600,5,5,0.745600,0.011417,0.771849,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_1shot.pt
thai_fingerspelling,mlp,raw,5,3,2024,5,5,600,600,5,5,0.831467,0.009029,0.496256,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_3shot.pt
thai_fingerspelling,mlp,raw,5,5,2024,5,5,600,600,5,5,0.851733,0.008732,0.412395,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_5shot.pt
asl_alphabet,mlp,angle,5,1,2024,5,5,600,600,5,5,0.943600,0.006978,0.133133,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_angle_1shot.pt
asl_alphabet,mlp,angle,5,3,2024,5,5,600,600,5,5,0.973000,0.003992,0.073812,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_angle_3shot.pt
asl_alphabet,mlp,angle,5,5,2024,5,5,600,600,5,5,0.975000,0.003640,0.071607,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_angle_5shot.pt
arabic_sign_alphabet,mlp,angle,5,1,2024,5,5,600,600,5,5,0.934933,0.006516,0.191586,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_angle_1shot.pt
arabic_sign_alphabet,mlp,angle,5,3,2024,5,5,600,600,5,5,0.960400,0.004361,0.112938,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_angle_3shot.pt
arabic_sign_alphabet,mlp,angle,5,5,2024,5,5,600,600,5,5,0.964333,0.003975,0.106275,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_angle_5shot.pt
libras_alphabet,mlp,angle,5,1,2024,5,5,600,600,5,5,0.984333,0.003075,0.044767,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_angle_1shot.pt
libras_alphabet,mlp,angle,5,3,2024,5,5,600,600,5,5,0.991733,0.001833,0.024661,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_angle_3shot.pt
libras_alphabet,mlp,angle,5,5,2024,5,5,600,600,5,5,0.993133,0.001609,0.022187,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_angle_5shot.pt
thai_fingerspelling,mlp,angle,5,1,2024,5,5,600,600,5,5,0.725133,0.011231,0.845569,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_angle_1shot.pt
thai_fingerspelling,mlp,angle,5,3,2024,5,5,600,600,5,5,0.806533,0.009314,0.559583,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_angle_3shot.pt
thai_fingerspelling,mlp,angle,5,5,2024,5,5,600,600,5,5,0.830333,0.008862,0.488031,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_angle_5shot.pt
asl_alphabet,mlp,raw_angle,5,1,2024,5,5,600,600,5,5,0.975467,0.004557,0.064815,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_angle_1shot.pt
asl_alphabet,mlp,raw_angle,5,3,2024,5,5,600,600,5,4,0.986800,0.002758,0.037196,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_angle_3shot.pt
asl_alphabet,mlp,raw_angle,5,5,2024,5,5,600,600,5,5,0.988133,0.002499,0.035248,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_mlp_raw_angle_5shot.pt
arabic_sign_alphabet,mlp,raw_angle,5,1,2024,5,5,600,600,5,5,0.959200,0.005505,0.114909,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_angle_1shot.pt
arabic_sign_alphabet,mlp,raw_angle,5,3,2024,5,5,600,600,5,5,0.980733,0.002608,0.060303,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_angle_3shot.pt
arabic_sign_alphabet,mlp,raw_angle,5,5,2024,5,5,600,600,5,5,0.984067,0.002360,0.057028,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_mlp_raw_angle_5shot.pt
libras_alphabet,mlp,raw_angle,5,1,2024,5,5,600,600,5,5,0.984867,0.003669,0.034083,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_angle_1shot.pt
libras_alphabet,mlp,raw_angle,5,3,2024,5,5,600,600,5,5,0.994933,0.001505,0.016242,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_angle_3shot.pt
libras_alphabet,mlp,raw_angle,5,5,2024,5,5,600,600,5,5,0.996933,0.001000,0.014516,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_mlp_raw_angle_5shot.pt
thai_fingerspelling,mlp,raw_angle,5,1,2024,5,5,600,600,5,5,0.773333,0.010714,0.689747,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_angle_1shot.pt
thai_fingerspelling,mlp,raw_angle,5,3,2024,5,5,600,600,5,5,0.856133,0.008366,0.428088,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_angle_3shot.pt
thai_fingerspelling,mlp,raw_angle,5,5,2024,5,5,600,600,5,5,0.868600,0.008085,0.368911,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_mlp_raw_angle_5shot.pt
asl_alphabet,transformer,raw,5,1,2024,5,5,600,600,5,5,0.974733,0.004545,0.065243,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_1shot.pt
asl_alphabet,transformer,raw,5,3,2024,5,5,600,600,5,5,0.987800,0.002600,0.035988,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_3shot.pt
asl_alphabet,transformer,raw,5,5,2024,5,5,600,600,5,5,0.987467,0.002365,0.039846,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_5shot.pt
arabic_sign_alphabet,transformer,raw,5,1,2024,5,5,600,600,5,5,0.931533,0.007024,0.189039,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_1shot.pt
arabic_sign_alphabet,transformer,raw,5,3,2024,5,5,600,600,5,5,0.973333,0.003368,0.076021,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_3shot.pt
arabic_sign_alphabet,transformer,raw,5,5,2024,5,5,600,600,5,5,0.966133,0.003785,0.102466,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_5shot.pt
libras_alphabet,transformer,raw,5,1,2024,5,5,600,600,5,5,0.972933,0.005057,0.059372,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_1shot.pt
libras_alphabet,transformer,raw,5,3,2024,5,5,600,600,5,5,0.978600,0.004426,0.043797,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_3shot.pt
libras_alphabet,transformer,raw,5,5,2024,5,5,600,600,5,5,0.982467,0.003879,0.039257,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_5shot.pt
thai_fingerspelling,transformer,raw,5,1,2024,5,5,600,600,5,5,0.703800,0.012049,0.856991,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_1shot.pt
thai_fingerspelling,transformer,raw,5,3,2024,5,5,600,600,5,5,0.791067,0.010267,0.577581,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_3shot.pt
thai_fingerspelling,transformer,raw,5,5,2024,5,5,600,600,5,5,0.807533,0.009549,0.519781,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_5shot.pt
asl_alphabet,transformer,angle,5,1,2024,5,5,600,600,5,5,0.939400,0.007112,0.153386,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_angle_1shot.pt
asl_alphabet,transformer,angle,5,3,2024,5,5,600,600,5,5,0.970067,0.004162,0.088081,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_angle_3shot.pt
asl_alphabet,transformer,angle,5,5,2024,5,5,600,600,5,5,0.972200,0.003908,0.078748,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_angle_5shot.pt
arabic_sign_alphabet,transformer,angle,5,1,2024,5,5,600,600,5,5,0.934533,0.006421,0.183764,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_angle_1shot.pt
arabic_sign_alphabet,transformer,angle,5,3,2024,5,5,600,600,5,5,0.963000,0.004229,0.102230,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_angle_3shot.pt
arabic_sign_alphabet,transformer,angle,5,5,2024,5,5,600,600,5,5,0.964800,0.004105,0.097676,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_angle_5shot.pt
libras_alphabet,transformer,angle,5,1,2024,5,5,600,600,5,5,0.979800,0.003817,0.056288,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_angle_1shot.pt
libras_alphabet,transformer,angle,5,3,2024,5,5,600,600,5,5,0.990600,0.002008,0.029065,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_angle_3shot.pt
libras_alphabet,transformer,angle,5,5,2024,5,5,600,600,5,5,0.991667,0.001779,0.026329,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_angle_5shot.pt
thai_fingerspelling,transformer,angle,5,1,2024,5,5,600,600,5,5,0.690267,0.011959,0.879409,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_angle_1shot.pt
thai_fingerspelling,transformer,angle,5,3,2024,5,5,600,600,5,5,0.785667,0.009630,0.573009,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_angle_3shot.pt
thai_fingerspelling,transformer,angle,5,5,2024,5,5,600,600,5,5,0.812467,0.009146,0.484640,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_angle_5shot.pt
asl_alphabet,transformer,raw_angle,5,1,2024,5,5,600,600,5,5,0.980667,0.003799,0.066310,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_angle_1shot.pt
asl_alphabet,transformer,raw_angle,5,3,2024,5,5,600,600,5,3,0.986333,0.002727,0.039471,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_angle_3shot.pt
asl_alphabet,transformer,raw_angle,5,5,2024,5,5,600,600,5,5,0.988733,0.002633,0.039414,1118,501,36,results\checkpoints\within_domain_trained_asl_alphabet_transformer_raw_angle_5shot.pt
arabic_sign_alphabet,transformer,raw_angle,5,1,2024,5,5,600,600,5,5,0.964200,0.004953,0.095852,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_angle_1shot.pt
arabic_sign_alphabet,transformer,raw_angle,5,3,2024,5,5,600,600,5,5,0.983333,0.002481,0.052784,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_angle_3shot.pt
arabic_sign_alphabet,transformer,raw_angle,5,5,2024,5,5,600,600,5,5,0.985867,0.002247,0.047184,4952,2142,31,results\checkpoints\within_domain_trained_arabic_sign_alphabet_transformer_raw_angle_5shot.pt
libras_alphabet,transformer,raw_angle,5,1,2024,5,5,600,600,5,5,0.990867,0.002970,0.021733,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_1shot.pt
libras_alphabet,transformer,raw_angle,5,3,2024,5,5,600,600,5,5,0.997067,0.001085,0.011127,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_3shot.pt
libras_alphabet,transformer,raw_angle,5,5,2024,5,5,600,600,5,5,0.997733,0.000807,0.008415,31973,13713,21,results\checkpoints\within_domain_trained_libras_alphabet_transformer_raw_angle_5shot.pt
thai_fingerspelling,transformer,raw_angle,5,1,2024,5,5,600,600,5,5,0.784467,0.010887,0.604245,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_1shot.pt
thai_fingerspelling,transformer,raw_angle,5,3,2024,5,5,600,600,5,5,0.858867,0.008268,0.379089,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_3shot.pt
thai_fingerspelling,transformer,raw_angle,5,5,2024,5,5,600,600,5,5,0.875800,0.007746,0.323245,1998,863,42,results\checkpoints\within_domain_trained_thai_fingerspelling_transformer_raw_angle_5shot.pt
